INDUSTRY,QUARTER,YEAR,CAUSE,VALUE_%
"Motor vehicles, parts and accessories",3,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, parts and accessories",4,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, parts and accessories",1,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, parts and accessories",2,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, parts and accessories",3,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, parts and accessories",4,2021,SEMI_AND_UNSKILLED LABOUR_%,0.6
Other transport equipment,4,2003,SEMI_AND_UNSKILLED LABOUR_%,2.02
Other transport equipment,1,2004,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,2,2004,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,3,2004,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,4,2004,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,1,2005,SEMI_AND_UNSKILLED LABOUR_%,3.48
Other transport equipment,2,2005,SEMI_AND_UNSKILLED LABOUR_%,2.67
Other transport equipment,3,2005,SEMI_AND_UNSKILLED LABOUR_%,2.42
Other transport equipment,4,2005,SEMI_AND_UNSKILLED LABOUR_%,2.33
Other transport equipment,1,2006,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,2,2006,SEMI_AND_UNSKILLED LABOUR_%,1.12
Other transport equipment,3,2006,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,4,2006,SEMI_AND_UNSKILLED LABOUR_%,2.35
Other transport equipment,1,2007,SEMI_AND_UNSKILLED LABOUR_%,4.74
Other transport equipment,2,2007,SEMI_AND_UNSKILLED LABOUR_%,4.52
Other transport equipment,3,2007,SEMI_AND_UNSKILLED LABOUR_%,4.17
Other transport equipment,4,2007,SEMI_AND_UNSKILLED LABOUR_%,1.46
Other transport equipment,1,2008,SEMI_AND_UNSKILLED LABOUR_%,1.3
Other transport equipment,2,2008,SEMI_AND_UNSKILLED LABOUR_%,5.56
Other transport equipment,3,2008,SEMI_AND_UNSKILLED LABOUR_%,1.55
Other transport equipment,4,2008,SEMI_AND_UNSKILLED LABOUR_%,1.42
Other transport equipment,1,2009,SEMI_AND_UNSKILLED LABOUR_%,1.29
Other transport equipment,2,2009,SEMI_AND_UNSKILLED LABOUR_%,1.68
Other transport equipment,3,2009,SEMI_AND_UNSKILLED LABOUR_%,1.86
Other transport equipment,4,2009,SEMI_AND_UNSKILLED LABOUR_%,1.29
Other transport equipment,1,2010,SEMI_AND_UNSKILLED LABOUR_%,1.83
Other transport equipment,2,2010,SEMI_AND_UNSKILLED LABOUR_%,1.84
Other transport equipment,3,2010,SEMI_AND_UNSKILLED LABOUR_%,1.91
Other transport equipment,4,2010,SEMI_AND_UNSKILLED LABOUR_%,1.79
Other transport equipment,1,2011,SEMI_AND_UNSKILLED LABOUR_%,1.51
Other transport equipment,2,2011,SEMI_AND_UNSKILLED LABOUR_%,2.05
Other transport equipment,3,2011,SEMI_AND_UNSKILLED LABOUR_%,2.14
Other transport equipment,4,2011,SEMI_AND_UNSKILLED LABOUR_%,1.26
Other transport equipment,1,2012,SEMI_AND_UNSKILLED LABOUR_%,1.15
Other transport equipment,2,2012,SEMI_AND_UNSKILLED LABOUR_%,0.97
Other transport equipment,3,2012,SEMI_AND_UNSKILLED LABOUR_%,1.03
Other transport equipment,4,2012,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,1,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,2,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,3,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,4,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,1,2014,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,2,2014,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,3,2014,SEMI_AND_UNSKILLED LABOUR_%,2.97
Other transport equipment,4,2014,SEMI_AND_UNSKILLED LABOUR_%,1.45
Other transport equipment,1,2015,SEMI_AND_UNSKILLED LABOUR_%,1.0
Other transport equipment,2,2015,SEMI_AND_UNSKILLED LABOUR_%,0.33
Other transport equipment,3,2015,SEMI_AND_UNSKILLED LABOUR_%,0.64
Other transport equipment,4,2015,SEMI_AND_UNSKILLED LABOUR_%,0.8
Other transport equipment,1,2016,SEMI_AND_UNSKILLED LABOUR_%,1.0
Other transport equipment,2,2016,SEMI_AND_UNSKILLED LABOUR_%,0.78
Other transport equipment,3,2016,SEMI_AND_UNSKILLED LABOUR_%,1.37
Other transport equipment,4,2016,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,1,2017,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,2,2017,SEMI_AND_UNSKILLED LABOUR_%,0.68
Other transport equipment,3,2017,SEMI_AND_UNSKILLED LABOUR_%,0.79
Other transport equipment,4,2017,SEMI_AND_UNSKILLED LABOUR_%,1.65
Other transport equipment,1,2018,SEMI_AND_UNSKILLED LABOUR_%,0.37
Other transport equipment,2,2018,SEMI_AND_UNSKILLED LABOUR_%,1.41
Other transport equipment,3,2018,SEMI_AND_UNSKILLED LABOUR_%,1.19
Other transport equipment,4,2018,SEMI_AND_UNSKILLED LABOUR_%,1.26
Other transport equipment,1,2019,SEMI_AND_UNSKILLED LABOUR_%,1.08
Other transport equipment,2,2019,SEMI_AND_UNSKILLED LABOUR_%,0.26
Other transport equipment,3,2019,SEMI_AND_UNSKILLED LABOUR_%,1.06
Other transport equipment,4,2019,SEMI_AND_UNSKILLED LABOUR_%,0.8
Other transport equipment,1,2020,SEMI_AND_UNSKILLED LABOUR_%,0.79
Other transport equipment,2,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,3,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,4,2020,SEMI_AND_UNSKILLED LABOUR_%,0.54
Other transport equipment,1,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,2,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,3,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other transport equipment,4,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",4,2003,SEMI_AND_UNSKILLED LABOUR_%,3.95
"Motor vehicles, trailers and parts and accessories",1,2004,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",2,2004,SEMI_AND_UNSKILLED LABOUR_%,2.16
"Motor vehicles, trailers and parts and accessories",3,2004,SEMI_AND_UNSKILLED LABOUR_%,0.58
"Motor vehicles, trailers and parts and accessories",4,2004,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",1,2005,SEMI_AND_UNSKILLED LABOUR_%,0.89
"Motor vehicles, trailers and parts and accessories",2,2005,SEMI_AND_UNSKILLED LABOUR_%,1.29
"Motor vehicles, trailers and parts and accessories",3,2005,SEMI_AND_UNSKILLED LABOUR_%,2.07
"Motor vehicles, trailers and parts and accessories",4,2005,SEMI_AND_UNSKILLED LABOUR_%,8.66
"Motor vehicles, trailers and parts and accessories",1,2006,SEMI_AND_UNSKILLED LABOUR_%,1.59
"Motor vehicles, trailers and parts and accessories",2,2006,SEMI_AND_UNSKILLED LABOUR_%,1.57
"Motor vehicles, trailers and parts and accessories",3,2006,SEMI_AND_UNSKILLED LABOUR_%,0.8
"Motor vehicles, trailers and parts and accessories",4,2006,SEMI_AND_UNSKILLED LABOUR_%,0.93
"Motor vehicles, trailers and parts and accessories",1,2007,SEMI_AND_UNSKILLED LABOUR_%,2.91
"Motor vehicles, trailers and parts and accessories",2,2007,SEMI_AND_UNSKILLED LABOUR_%,2.54
"Motor vehicles, trailers and parts and accessories",3,2007,SEMI_AND_UNSKILLED LABOUR_%,3.12
"Motor vehicles, trailers and parts and accessories",4,2007,SEMI_AND_UNSKILLED LABOUR_%,2.29
"Motor vehicles, trailers and parts and accessories",1,2008,SEMI_AND_UNSKILLED LABOUR_%,2.78
"Motor vehicles, trailers and parts and accessories",2,2008,SEMI_AND_UNSKILLED LABOUR_%,1.78
"Motor vehicles, trailers and parts and accessories",3,2008,SEMI_AND_UNSKILLED LABOUR_%,0.58
"Motor vehicles, trailers and parts and accessories",4,2008,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",1,2009,SEMI_AND_UNSKILLED LABOUR_%,1.01
"Motor vehicles, trailers and parts and accessories",2,2009,SEMI_AND_UNSKILLED LABOUR_%,1.66
"Motor vehicles, trailers and parts and accessories",3,2009,SEMI_AND_UNSKILLED LABOUR_%,1.89
"Motor vehicles, trailers and parts and accessories",4,2009,SEMI_AND_UNSKILLED LABOUR_%,2.42
"Motor vehicles, trailers and parts and accessories",1,2010,SEMI_AND_UNSKILLED LABOUR_%,1.17
"Motor vehicles, trailers and parts and accessories",2,2010,SEMI_AND_UNSKILLED LABOUR_%,0.45
"Motor vehicles, trailers and parts and accessories",3,2010,SEMI_AND_UNSKILLED LABOUR_%,0.37
"Motor vehicles, trailers and parts and accessories",4,2010,SEMI_AND_UNSKILLED LABOUR_%,1.24
"Motor vehicles, trailers and parts and accessories",1,2011,SEMI_AND_UNSKILLED LABOUR_%,1.01
"Motor vehicles, trailers and parts and accessories",2,2011,SEMI_AND_UNSKILLED LABOUR_%,1.8
"Motor vehicles, trailers and parts and accessories",3,2011,SEMI_AND_UNSKILLED LABOUR_%,0.56
"Motor vehicles, trailers and parts and accessories",4,2011,SEMI_AND_UNSKILLED LABOUR_%,0.99
"Motor vehicles, trailers and parts and accessories",1,2012,SEMI_AND_UNSKILLED LABOUR_%,0.99
"Motor vehicles, trailers and parts and accessories",2,2012,SEMI_AND_UNSKILLED LABOUR_%,0.64
"Motor vehicles, trailers and parts and accessories",3,2012,SEMI_AND_UNSKILLED LABOUR_%,0.64
"Motor vehicles, trailers and parts and accessories",4,2012,SEMI_AND_UNSKILLED LABOUR_%,0.67
"Motor vehicles, trailers and parts and accessories",1,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",2,2013,SEMI_AND_UNSKILLED LABOUR_%,0.62
"Motor vehicles, trailers and parts and accessories",3,2013,SEMI_AND_UNSKILLED LABOUR_%,0.38
"Motor vehicles, trailers and parts and accessories",4,2013,SEMI_AND_UNSKILLED LABOUR_%,0.68
"Motor vehicles, trailers and parts and accessories",1,2014,SEMI_AND_UNSKILLED LABOUR_%,0.48
"Motor vehicles, trailers and parts and accessories",2,2014,SEMI_AND_UNSKILLED LABOUR_%,0.46
"Motor vehicles, trailers and parts and accessories",3,2014,SEMI_AND_UNSKILLED LABOUR_%,1.7
"Motor vehicles, trailers and parts and accessories",4,2014,SEMI_AND_UNSKILLED LABOUR_%,2.21
"Motor vehicles, trailers and parts and accessories",1,2015,SEMI_AND_UNSKILLED LABOUR_%,2.97
"Motor vehicles, trailers and parts and accessories",2,2015,SEMI_AND_UNSKILLED LABOUR_%,0.53
"Motor vehicles, trailers and parts and accessories",3,2015,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",4,2015,SEMI_AND_UNSKILLED LABOUR_%,0.57
"Motor vehicles, trailers and parts and accessories",1,2016,SEMI_AND_UNSKILLED LABOUR_%,0.54
"Motor vehicles, trailers and parts and accessories",2,2016,SEMI_AND_UNSKILLED LABOUR_%,0.51
"Motor vehicles, trailers and parts and accessories",3,2016,SEMI_AND_UNSKILLED LABOUR_%,0.55
"Motor vehicles, trailers and parts and accessories",4,2016,SEMI_AND_UNSKILLED LABOUR_%,0.52
"Motor vehicles, trailers and parts and accessories",1,2017,SEMI_AND_UNSKILLED LABOUR_%,0.95
"Motor vehicles, trailers and parts and accessories",2,2017,SEMI_AND_UNSKILLED LABOUR_%,0.51
"Motor vehicles, trailers and parts and accessories",3,2017,SEMI_AND_UNSKILLED LABOUR_%,1.18
"Motor vehicles, trailers and parts and accessories",4,2017,SEMI_AND_UNSKILLED LABOUR_%,1.12
"Motor vehicles, trailers and parts and accessories",1,2018,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",2,2018,SEMI_AND_UNSKILLED LABOUR_%,0.59
"Motor vehicles, trailers and parts and accessories",3,2018,SEMI_AND_UNSKILLED LABOUR_%,0.54
"Motor vehicles, trailers and parts and accessories",4,2018,SEMI_AND_UNSKILLED LABOUR_%,0.58
"Motor vehicles, trailers and parts and accessories",1,2019,SEMI_AND_UNSKILLED LABOUR_%,0.52
"Motor vehicles, trailers and parts and accessories",2,2019,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",3,2019,SEMI_AND_UNSKILLED LABOUR_%,0.53
"Motor vehicles, trailers and parts and accessories",4,2019,SEMI_AND_UNSKILLED LABOUR_%,0.47
"Motor vehicles, trailers and parts and accessories",1,2020,SEMI_AND_UNSKILLED LABOUR_%,0.48
"Motor vehicles, trailers and parts and accessories",2,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",3,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",4,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",1,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",2,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",3,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
"Motor vehicles, trailers and parts and accessories",4,2021,SEMI_AND_UNSKILLED LABOUR_%,0.51
Other manufacturing groups (including tobacco products),4,2003,SEMI_AND_UNSKILLED LABOUR_%,3.23
Other manufacturing groups (including tobacco products),1,2004,SEMI_AND_UNSKILLED LABOUR_%,4.26
Other manufacturing groups (including tobacco products),2,2004,SEMI_AND_UNSKILLED LABOUR_%,7.84
Other manufacturing groups (including tobacco products),3,2004,SEMI_AND_UNSKILLED LABOUR_%,4.94
Other manufacturing groups (including tobacco products),4,2004,SEMI_AND_UNSKILLED LABOUR_%,1.22
Other manufacturing groups (including tobacco products),1,2005,SEMI_AND_UNSKILLED LABOUR_%,4.08
Other manufacturing groups (including tobacco products),2,2005,SEMI_AND_UNSKILLED LABOUR_%,7.06
Other manufacturing groups (including tobacco products),3,2005,SEMI_AND_UNSKILLED LABOUR_%,5.26
Other manufacturing groups (including tobacco products),4,2005,SEMI_AND_UNSKILLED LABOUR_%,6.85
Other manufacturing groups (including tobacco products),1,2006,SEMI_AND_UNSKILLED LABOUR_%,4.65
Other manufacturing groups (including tobacco products),2,2006,SEMI_AND_UNSKILLED LABOUR_%,4.6
Other manufacturing groups (including tobacco products),3,2006,SEMI_AND_UNSKILLED LABOUR_%,8.11
Other manufacturing groups (including tobacco products),4,2006,SEMI_AND_UNSKILLED LABOUR_%,5.97
Other manufacturing groups (including tobacco products),1,2007,SEMI_AND_UNSKILLED LABOUR_%,1.33
Other manufacturing groups (including tobacco products),2,2007,SEMI_AND_UNSKILLED LABOUR_%,3.85
Other manufacturing groups (including tobacco products),3,2007,SEMI_AND_UNSKILLED LABOUR_%,7.58
Other manufacturing groups (including tobacco products),4,2007,SEMI_AND_UNSKILLED LABOUR_%,4.88
Other manufacturing groups (including tobacco products),1,2008,SEMI_AND_UNSKILLED LABOUR_%,5.56
Other manufacturing groups (including tobacco products),2,2008,SEMI_AND_UNSKILLED LABOUR_%,5.19
Other manufacturing groups (including tobacco products),3,2008,SEMI_AND_UNSKILLED LABOUR_%,6.25
Other manufacturing groups (including tobacco products),4,2008,SEMI_AND_UNSKILLED LABOUR_%,5.56
Other manufacturing groups (including tobacco products),1,2009,SEMI_AND_UNSKILLED LABOUR_%,6.63
Other manufacturing groups (including tobacco products),2,2009,SEMI_AND_UNSKILLED LABOUR_%,9.8
Other manufacturing groups (including tobacco products),3,2009,SEMI_AND_UNSKILLED LABOUR_%,2.14
Other manufacturing groups (including tobacco products),4,2009,SEMI_AND_UNSKILLED LABOUR_%,2.52
Other manufacturing groups (including tobacco products),1,2010,SEMI_AND_UNSKILLED LABOUR_%,6.14
Other manufacturing groups (including tobacco products),2,2010,SEMI_AND_UNSKILLED LABOUR_%,8.41
Other manufacturing groups (including tobacco products),3,2010,SEMI_AND_UNSKILLED LABOUR_%,5.83
Other manufacturing groups (including tobacco products),4,2010,SEMI_AND_UNSKILLED LABOUR_%,5.31
Other manufacturing groups (including tobacco products),1,2011,SEMI_AND_UNSKILLED LABOUR_%,1.65
Other manufacturing groups (including tobacco products),2,2011,SEMI_AND_UNSKILLED LABOUR_%,1.67
Other manufacturing groups (including tobacco products),3,2011,SEMI_AND_UNSKILLED LABOUR_%,2.86
Other manufacturing groups (including tobacco products),4,2011,SEMI_AND_UNSKILLED LABOUR_%,1.63
Other manufacturing groups (including tobacco products),1,2012,SEMI_AND_UNSKILLED LABOUR_%,1.33
Other manufacturing groups (including tobacco products),2,2012,SEMI_AND_UNSKILLED LABOUR_%,1.36
Other manufacturing groups (including tobacco products),3,2012,SEMI_AND_UNSKILLED LABOUR_%,1.03
Other manufacturing groups (including tobacco products),4,2012,SEMI_AND_UNSKILLED LABOUR_%,1.02
Other manufacturing groups (including tobacco products),1,2013,SEMI_AND_UNSKILLED LABOUR_%,1.32
Other manufacturing groups (including tobacco products),2,2013,SEMI_AND_UNSKILLED LABOUR_%,1.18
Other manufacturing groups (including tobacco products),3,2013,SEMI_AND_UNSKILLED LABOUR_%,1.63
Other manufacturing groups (including tobacco products),4,2013,SEMI_AND_UNSKILLED LABOUR_%,4.06
Other manufacturing groups (including tobacco products),1,2014,SEMI_AND_UNSKILLED LABOUR_%,0.85
Other manufacturing groups (including tobacco products),2,2014,SEMI_AND_UNSKILLED LABOUR_%,2.94
Other manufacturing groups (including tobacco products),3,2014,SEMI_AND_UNSKILLED LABOUR_%,2.43
Other manufacturing groups (including tobacco products),4,2014,SEMI_AND_UNSKILLED LABOUR_%,5.8
Other manufacturing groups (including tobacco products),1,2015,SEMI_AND_UNSKILLED LABOUR_%,1.3
Other manufacturing groups (including tobacco products),2,2015,SEMI_AND_UNSKILLED LABOUR_%,0.0
Other manufacturing groups (including tobacco products),3,2015,SEMI_AND_UNSKILLED LABOUR_%,2.19
Other manufacturing groups (including tobacco products),4,2015,SEMI_AND_UNSKILLED LABOUR_%,3.03
Other manufacturing groups (including tobacco products),1,2016,SEMI_AND_UNSKILLED LABOUR_%,2.72
Other manufacturing groups (including tobacco products),2,2016,SEMI_AND_UNSKILLED LABOUR_%,2.71
Other manufacturing groups (including tobacco products),3,2016,SEMI_AND_UNSKILLED LABOUR_%,2.96
Other manufacturing groups (including tobacco products),4,2016,SEMI_AND_UNSKILLED LABOUR_%,2.35
Other manufacturing groups (including tobacco products),1,2017,SEMI_AND_UNSKILLED LABOUR_%,1.03
Other manufacturing groups (including tobacco products),2,2017,SEMI_AND_UNSKILLED LABOUR_%,3.76
Other manufacturing groups (including tobacco products),3,2017,SEMI_AND_UNSKILLED LABOUR_%,2.35
Other manufacturing groups (including tobacco products),4,2017,SEMI_AND_UNSKILLED LABOUR_%,3.95
Other manufacturing groups (including tobacco products),1,2018,SEMI_AND_UNSKILLED LABOUR_%,1.4
Other manufacturing groups (including tobacco products),2,2018,SEMI_AND_UNSKILLED LABOUR_%,1.2
Other manufacturing groups (including tobacco products),3,2018,SEMI_AND_UNSKILLED LABOUR_%,0.51
Other manufacturing groups (including tobacco products),4,2018,SEMI_AND_UNSKILLED LABOUR_%,0.61
Other manufacturing groups (including tobacco products),1,2019,SEMI_AND_UNSKILLED LABOUR_%,0.43
Other manufacturing groups (including tobacco products),2,2019,SEMI_AND_UNSKILLED LABOUR_%,0.49
Other manufacturing groups (including tobacco products),3,2019,SEMI_AND_UNSKILLED LABOUR_%,1.6
Other manufacturing groups (including tobacco products),4,2019,SEMI_AND_UNSKILLED LABOUR_%,1.52
Other manufacturing groups (including tobacco products),1,2020,SEMI_AND_UNSKILLED LABOUR_%,2.14
Other manufacturing groups (including tobacco products),2,2020,SEMI_AND_UNSKILLED LABOUR_%,0.42
Other manufacturing groups (including tobacco products),3,2020,SEMI_AND_UNSKILLED LABOUR_%,1.24
Other manufacturing groups (including tobacco products),4,2020,SEMI_AND_UNSKILLED LABOUR_%,0.8
Other manufacturing groups (including tobacco products),1,2021,SEMI_AND_UNSKILLED LABOUR_%,0.77
Other manufacturing groups (including tobacco products),2,2021,SEMI_AND_UNSKILLED LABOUR_%,1.73
Other manufacturing groups (including tobacco products),3,2021,SEMI_AND_UNSKILLED LABOUR_%,1.86
Other manufacturing groups (including tobacco products),4,2021,SEMI_AND_UNSKILLED LABOUR_%,1.69
Furniture,4,2003,SEMI_AND_UNSKILLED LABOUR_%,2.31
Furniture,1,2004,SEMI_AND_UNSKILLED LABOUR_%,3.76
Furniture,2,2004,SEMI_AND_UNSKILLED LABOUR_%,14.07
Furniture,3,2004,SEMI_AND_UNSKILLED LABOUR_%,3.55
Furniture,4,2004,SEMI_AND_UNSKILLED LABOUR_%,4.35
Furniture,1,2005,SEMI_AND_UNSKILLED LABOUR_%,2.0
Furniture,2,2005,SEMI_AND_UNSKILLED LABOUR_%,0.83
Furniture,3,2005,SEMI_AND_UNSKILLED LABOUR_%,1.56
Furniture,4,2005,SEMI_AND_UNSKILLED LABOUR_%,2.33
Furniture,1,2006,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2006,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2006,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2006,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2007,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2007,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2007,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2007,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2008,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2008,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2008,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2008,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2009,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2009,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2009,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2009,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2010,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2010,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2010,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2010,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2011,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2011,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2011,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2011,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2012,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2012,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2012,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2012,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2013,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2014,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2014,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2014,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2014,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2015,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,2,2015,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2015,SEMI_AND_UNSKILLED LABOUR_%,6.61
Furniture,4,2015,SEMI_AND_UNSKILLED LABOUR_%,13.51
Furniture,1,2016,SEMI_AND_UNSKILLED LABOUR_%,6.7
Furniture,2,2016,SEMI_AND_UNSKILLED LABOUR_%,9.71
Furniture,3,2016,SEMI_AND_UNSKILLED LABOUR_%,7.58
Furniture,4,2016,SEMI_AND_UNSKILLED LABOUR_%,13.16
Furniture,1,2017,SEMI_AND_UNSKILLED LABOUR_%,11.76
Furniture,2,2017,SEMI_AND_UNSKILLED LABOUR_%,9.93
Furniture,3,2017,SEMI_AND_UNSKILLED LABOUR_%,11.28
Furniture,4,2017,SEMI_AND_UNSKILLED LABOUR_%,11.54
Furniture,1,2018,SEMI_AND_UNSKILLED LABOUR_%,12.42
Furniture,2,2018,SEMI_AND_UNSKILLED LABOUR_%,10.71
Furniture,3,2018,SEMI_AND_UNSKILLED LABOUR_%,8.66
Furniture,4,2018,SEMI_AND_UNSKILLED LABOUR_%,8.66
Furniture,1,2019,SEMI_AND_UNSKILLED LABOUR_%,9.57
Furniture,2,2019,SEMI_AND_UNSKILLED LABOUR_%,10.49
Furniture,3,2019,SEMI_AND_UNSKILLED LABOUR_%,10.53
Furniture,4,2019,SEMI_AND_UNSKILLED LABOUR_%,6.71
Furniture,1,2020,SEMI_AND_UNSKILLED LABOUR_%,2.83
Furniture,2,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,3,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2020,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,1,2021,SEMI_AND_UNSKILLED LABOUR_%,8.58
Furniture,2,2021,SEMI_AND_UNSKILLED LABOUR_%,6.82
Furniture,3,2021,SEMI_AND_UNSKILLED LABOUR_%,0.0
Furniture,4,2021,SEMI_AND_UNSKILLED LABOUR_%,5.31
Furniture and other manufacturing industries,4,2003,SEMI_AND_UNSKILLED LABOUR_%,2.9
Furniture and other manufacturing industries,1,2004,SEMI_AND_UNSKILLED LABOUR_%,3.97
Furniture and other manufacturing industries,2,2004,SEMI_AND_UNSKILLED LABOUR_%,9.91
Furniture and other manufacturing industries,3,2004,SEMI_AND_UNSKILLED LABOUR_%,4.17
Furniture and other manufacturing industries,4,2004,SEMI_AND_UNSKILLED LABOUR_%,2.35
Furniture and other manufacturing industries,1,2005,SEMI_AND_UNSKILLED LABOUR_%,4.04
Furniture and other manufacturing industries,2,2005,SEMI_AND_UNSKILLED LABOUR_%,5.32
Furniture and other manufacturing industries,3,2005,SEMI_AND_UNSKILLED LABOUR_%,4.65
Furniture and other manufacturing industries,4,2005,SEMI_AND_UNSKILLED LABOUR_%,5.97
Furniture and other manufacturing industries,1,2006,SEMI_AND_UNSKILLED LABOUR_%,3.37
Furniture and other manufacturing industries,2,2006,SEMI_AND_UNSKILLED LABOUR_%,3.66
Furniture and other manufacturing industries,3,2006,SEMI_AND_UNSKILLED LABOUR_%,5.13
Furniture and other manufacturing industries,4,2006,SEMI_AND_UNSKILLED LABOUR_%,5.08
Furniture and other manufacturing industries,1,2007,SEMI_AND_UNSKILLED LABOUR_%,1.18
