INDUSTRY_ID,NAME,ACTION_ID,NAME,QUARTER,YEAR,VALUE_IN_PERCENTAGES
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2014,11.5
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2014,9.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",1,2015,9.8
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",2,2015,11.9
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2015,13.1
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2015,14.2
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",1,2016,12.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",2,2016,14.3
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2016,11.6
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2016,12.6
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",1,2017,11.7
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",2,2017,15
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2017,12.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2017,11.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",1,2018,11.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",2,2018,12.5
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2018,10.5
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2018,10.3
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",1,2019,9.7
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",2,2019,11.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2019,11.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2019,7.6
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",1,2020,7.6
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",2,2020,32.4
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2020,13.6
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2020,9.8
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",1,2021,14.2
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",2,2021,14.5
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",3,2021,11.2
317,Footwear,24,"Reason for under-utilisation: Insufficient demand",4,2021,10.9
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2003,3.1
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2004,2.6
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2004,0.1
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2004,0.2
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2004,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2005,2.7
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2005,2.5
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2005,2
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2005,5.6
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2006,3.6
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2006,1.8
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2006,1.8
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2006,1.8
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2007,2.5
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2007,1.8
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2007,3.2
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2007,2.5
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2008,2.9
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2008,2.1
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2008,2.5
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2008,3
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2009,3.2
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2009,0.4
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2009,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2009,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2010,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2010,0.6
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2010,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2010,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2011,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2011,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2011,0.5
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2011,0.5
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2012,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2012,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2012,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2012,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2013,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2013,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2013,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2013,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2014,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2014,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2014,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2014,0.6
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2015,0.6
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2015,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2015,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2015,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2016,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2016,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2016,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2016,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2017,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2017,1.1
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2017,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2017,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2018,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2018,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2018,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2018,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2019,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2019,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2019,1.1
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2019,2.2
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2020,1.1
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2020,10.2
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2020,3
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2020,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",1,2021,1.9
317,Footwear,25,"Reason for under-utilisation: Other reasons",2,2021,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",3,2021,0
317,Footwear,25,"Reason for under-utilisation: Other reasons",4,2021,1
321,"Wood and products of wood",10,Utilisation,4,2003,90.8
321,"Wood and products of wood",10,Utilisation,1,2004,90.4
321,"Wood and products of wood",10,Utilisation,2,2004,89.3
321,"Wood and products of wood",10,Utilisation,3,2004,88.9
321,"Wood and products of wood",10,Utilisation,4,2004,91.1
321,"Wood and products of wood",10,Utilisation,1,2005,88.7
321,"Wood and products of wood",10,Utilisation,2,2005,90.9
321,"Wood and products of wood",10,Utilisation,3,2005,92
321,"Wood and products of wood",10,Utilisation,4,2005,92.2
321,"Wood and products of wood",10,Utilisation,1,2006,89.4
321,"Wood and products of wood",10,Utilisation,2,2006,89.4
321,"Wood and products of wood",10,Utilisation,3,2006,90
321,"Wood and products of wood",10,Utilisation,4,2006,89.5
321,"Wood and products of wood",10,Utilisation,1,2007,88.4
321,"Wood and products of wood",10,Utilisation,2,2007,89
321,"Wood and products of wood",10,Utilisation,3,2007,87.2
321,"Wood and products of wood",10,Utilisation,4,2007,85.4
321,"Wood and products of wood",10,Utilisation,1,2008,89.7
321,"Wood and products of wood",10,Utilisation,2,2008,85.7
321,"Wood and products of wood",10,Utilisation,3,2008,86.8
321,"Wood and products of wood",10,Utilisation,4,2008,82.7
321,"Wood and products of wood",10,Utilisation,1,2009,84.5
321,"Wood and products of wood",10,Utilisation,2,2009,79.4
321,"Wood and products of wood",10,Utilisation,3,2009,74.1
321,"Wood and products of wood",10,Utilisation,4,2009,75.7
321,"Wood and products of wood",10,Utilisation,1,2010,76.7
321,"Wood and products of wood",10,Utilisation,2,2010,79.7
321,"Wood and products of wood",10,Utilisation,3,2010,78.4
321,"Wood and products of wood",10,Utilisation,4,2010,82.3
321,"Wood and products of wood",10,Utilisation,1,2011,80.7
321,"Wood and products of wood",10,Utilisation,2,2011,81.5
321,"Wood and products of wood",10,Utilisation,3,2011,81.3
321,"Wood and products of wood",10,Utilisation,4,2011,86.2
321,"Wood and products of wood",10,Utilisation,1,2012,80.9
321,"Wood and products of wood",10,Utilisation,2,2012,82.1
321,"Wood and products of wood",10,Utilisation,3,2012,82.9
321,"Wood and products of wood",10,Utilisation,4,2012,84.3
321,"Wood and products of wood",10,Utilisation,1,2013,82.2
321,"Wood and products of wood",10,Utilisation,2,2013,83.6
321,"Wood and products of wood",10,Utilisation,3,2013,83.1
321,"Wood and products of wood",10,Utilisation,4,2013,83.7
321,"Wood and products of wood",10,Utilisation,1,2014,81.4
321,"Wood and products of wood",10,Utilisation,2,2014,82
321,"Wood and products of wood",10,Utilisation,3,2014,81.8
321,"Wood and products of wood",10,Utilisation,4,2014,83.8
321,"Wood and products of wood",10,Utilisation,1,2015,81.6
321,"Wood and products of wood",10,Utilisation,2,2015,80.7
321,"Wood and products of wood",10,Utilisation,3,2015,82.3
321,"Wood and products of wood",10,Utilisation,4,2015,82.3
321,"Wood and products of wood",10,Utilisation,1,2016,82.1
321,"Wood and products of wood",10,Utilisation,2,2016,83.5
321,"Wood and products of wood",10,Utilisation,3,2016,86
321,"Wood and products of wood",10,Utilisation,4,2016,86
321,"Wood and products of wood",10,Utilisation,1,2017,84.9
321,"Wood and products of wood",10,Utilisation,2,2017,83.5
321,"Wood and products of wood",10,Utilisation,3,2017,83.9
321,"Wood and products of wood",10,Utilisation,4,2017,83.3
321,"Wood and products of wood",10,Utilisation,1,2018,83.8
321,"Wood and products of wood",10,Utilisation,2,2018,83.5
321,"Wood and products of wood",10,Utilisation,3,2018,82.1
321,"Wood and products of wood",10,Utilisation,4,2018,78.8
321,"Wood and products of wood",10,Utilisation,1,2019,82.7
321,"Wood and products of wood",10,Utilisation,2,2019,82.4
321,"Wood and products of wood",10,Utilisation,3,2019,82.6
321,"Wood and products of wood",10,Utilisation,4,2019,81.6
321,"Wood and products of wood",10,Utilisation,1,2020,81.7
321,"Wood and products of wood",10,Utilisation,2,2020,57.1
321,"Wood and products of wood",10,Utilisation,3,2020,79.1
321,"Wood and products of wood",10,Utilisation,4,2020,83
321,"Wood and products of wood",10,Utilisation,1,2021,83.7
321,"Wood and products of wood",10,Utilisation,2,2021,84
321,"Wood and products of wood",10,Utilisation,3,2021,83.5
321,"Wood and products of wood",10,Utilisation,4,2021,83.5
321,"Wood and products of wood",20,"Under-utilisation total",4,2003,9.2
321,"Wood and products of wood",20,"Under-utilisation total",1,2004,9.6
321,"Wood and products of wood",20,"Under-utilisation total",2,2004,10.7
321,"Wood and products of wood",20,"Under-utilisation total",3,2004,11.1
321,"Wood and products of wood",20,"Under-utilisation total",4,2004,8.9
321,"Wood and products of wood",20,"Under-utilisation total",1,2005,11.3
321,"Wood and products of wood",20,"Under-utilisation total",2,2005,9.1
321,"Wood and products of wood",20,"Under-utilisation total",3,2005,8
321,"Wood and products of wood",20,"Under-utilisation total",4,2005,7.8
321,"Wood and products of wood",20,"Under-utilisation total",1,2006,10.6
321,"Wood and products of wood",20,"Under-utilisation total",2,2006,10.6
321,"Wood and products of wood",20,"Under-utilisation total",3,2006,10
321,"Wood and products of wood",20,"Under-utilisation total",4,2006,10.5
321,"Wood and products of wood",20,"Under-utilisation total",1,2007,11.6
321,"Wood and products of wood",20,"Under-utilisation total",2,2007,11
321,"Wood and products of wood",20,"Under-utilisation total",3,2007,12.8
321,"Wood and products of wood",20,"Under-utilisation total",4,2007,14.6
321,"Wood and products of wood",20,"Under-utilisation total",1,2008,10.3
321,"Wood and products of wood",20,"Under-utilisation total",2,2008,14.3
321,"Wood and products of wood",20,"Under-utilisation total",3,2008,13.2
321,"Wood and products of wood",20,"Under-utilisation total",4,2008,17.3
321,"Wood and products of wood",20,"Under-utilisation total",1,2009,15.5
321,"Wood and products of wood",20,"Under-utilisation total",2,2009,20.6
321,"Wood and products of wood",20,"Under-utilisation total",3,2009,25.9
321,"Wood and products of wood",20,"Under-utilisation total",4,2009,24.3
321,"Wood and products of wood",20,"Under-utilisation total",1,2010,23.3
321,"Wood and products of wood",20,"Under-utilisation total",2,2010,20.3
321,"Wood and products of wood",20,"Under-utilisation total",3,2010,21.6
321,"Wood and products of wood",20,"Under-utilisation total",4,2010,17.7
321,"Wood and products of wood",20,"Under-utilisation total",1,2011,19.3
321,"Wood and products of wood",20,"Under-utilisation total",2,2011,18.5
321,"Wood and products of wood",20,"Under-utilisation total",3,2011,18.7
321,"Wood and products of wood",20,"Under-utilisation total",4,2011,13.8
321,"Wood and products of wood",20,"Under-utilisation total",1,2012,19.1
321,"Wood and products of wood",20,"Under-utilisation total",2,2012,17.9
321,"Wood and products of wood",20,"Under-utilisation total",3,2012,17.1
321,"Wood and products of wood",20,"Under-utilisation total",4,2012,15.7
321,"Wood and products of wood",20,"Under-utilisation total",1,2013,17.8
321,"Wood and products of wood",20,"Under-utilisation total",2,2013,16.4
321,"Wood and products of wood",20,"Under-utilisation total",3,2013,16.9
321,"Wood and products of wood",20,"Under-utilisation total",4,2013,16.3
321,"Wood and products of wood",20,"Under-utilisation total",1,2014,18.6
321,"Wood and products of wood",20,"Under-utilisation total",2,2014,18
321,"Wood and products of wood",20,"Under-utilisation total",3,2014,18.2
321,"Wood and products of wood",20,"Under-utilisation total",4,2014,16.2
321,"Wood and products of wood",20,"Under-utilisation total",1,2015,18.4
321,"Wood and products of wood",20,"Under-utilisation total",2,2015,19.3
321,"Wood and products of wood",20,"Under-utilisation total",3,2015,17.7
321,"Wood and products of wood",20,"Under-utilisation total",4,2015,17.7
321,"Wood and products of wood",20,"Under-utilisation total",1,2016,17.9
321,"Wood and products of wood",20,"Under-utilisation total",2,2016,16.5
321,"Wood and products of wood",20,"Under-utilisation total",3,2016,14
321,"Wood and products of wood",20,"Under-utilisation total",4,2016,14
321,"Wood and products of wood",20,"Under-utilisation total",1,2017,15.1
321,"Wood and products of wood",20,"Under-utilisation total",2,2017,16.5
321,"Wood and products of wood",20,"Under-utilisation total",3,2017,16.1
321,"Wood and products of wood",20,"Under-utilisation total",4,2017,16.7
321,"Wood and products of wood",20,"Under-utilisation total",1,2018,16.2
321,"Wood and products of wood",20,"Under-utilisation total",2,2018,16.5
321,"Wood and products of wood",20,"Under-utilisation total",3,2018,17.9
321,"Wood and products of wood",20,"Under-utilisation total",4,2018,21.2
321,"Wood and products of wood",20,"Under-utilisation total",1,2019,17.3
321,"Wood and products of wood",20,"Under-utilisation total",2,2019,17.6
321,"Wood and products of wood",20,"Under-utilisation total",3,2019,17.4
321,"Wood and products of wood",20,"Under-utilisation total",4,2019,18.4
321,"Wood and products of wood",20,"Under-utilisation total",1,2020,18.3
321,"Wood and products of wood",20,"Under-utilisation total",2,2020,42.9
321,"Wood and products of wood",20,"Under-utilisation total",3,2020,20.9
321,"Wood and products of wood",20,"Under-utilisation total",4,2020,17
321,"Wood and products of wood",20,"Under-utilisation total",1,2021,16.3
321,"Wood and products of wood",20,"Under-utilisation total",2,2021,16
321,"Wood and products of wood",20,"Under-utilisation total",3,2021,16.5
321,"Wood and products of wood",20,"Under-utilisation total",4,2021,16.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2003,2.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2004,1.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2004,4
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2004,2.8
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2004,2.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2005,1.9
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2005,0.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2005,3.4
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2005,3.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2006,3.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2006,2.4
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2006,3.8
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2006,4.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2007,5.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2007,5.8
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2007,7.8
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2007,7.9
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2008,5.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2008,5.3
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2008,4.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2008,6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2009,1.9
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2009,2.9
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2009,4.3
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2009,3.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2010,2.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2010,3.3
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2010,2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2010,1.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2011,2.3
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2011,1.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2011,2.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2011,1.4
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2012,1.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2012,1.3
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2012,1.4
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2012,1.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2013,1.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2013,1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2013,1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2013,1.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2014,1.7
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2014,1.8
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2014,2.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2014,2.1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2015,2.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2015,2.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2015,2.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2015,0.9
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2016,1.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2016,1.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2016,1
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2016,1.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2017,1.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2017,1.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2017,1.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2017,1.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2018,1.3
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2018,1.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2018,1.4
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2018,1.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2019,1.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2019,1.6
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2019,2.4
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2019,1.5
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2020,1.9
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2020,2.3
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2020,2.7
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2020,3.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",1,2021,1.9
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",2,2021,2.2
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",3,2021,1.8
321,"Wood and products of wood",21,"Reason for under-utilisation: Raw materials",4,2021,2.2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2003,0.4
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2004,0.6
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2004,0.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2004,0
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2004,0.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2005,0.9
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2005,0.7
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2005,0.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2005,0.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2006,0.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2006,0.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2006,0.7
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2006,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2007,1.2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2007,1.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2007,1.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2007,1.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2008,1.2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2008,2.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2008,2.4
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2008,1.7
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2009,1.9
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2009,1.5
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2009,0.9
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2009,1.8
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2010,1.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2010,1.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2010,1.8
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2010,1.8
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2011,1.4
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2011,1.2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2011,1.2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2011,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2012,1.8
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2012,1.7
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2012,2.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2012,2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2013,2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2013,2.2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2013,1.4
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2013,1.6
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2014,1.4
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2014,1.4
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2014,1.7
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2014,1.9
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2015,2.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2015,2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2015,2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2015,1.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2016,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2016,1.8
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2016,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2016,1.2
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2017,1.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2017,0.9
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2017,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2017,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2018,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2018,0.9
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2018,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2018,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2019,0.9
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2019,0.8
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",3,2019,1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",4,2019,1.1
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",1,2020,1.3
321,"Wood and products of wood",22,"Reason for under-utilisation: Skilled labour",2,2020,1.1
